B0009MCH64:super_comfortable!:sheryl_a._williams,B0009MCH64,"I purchased a pair of these shoes several months ago in a goldish/platinum color.  They were so comfortable that I purchased two more pair in different colors!  The straps are VERY comfortable - they're elastic and not tight or constraining.  The shoe leather is very soft and not hard on your toes.  I can wear these shoes for both the AM and PM services to church, where I usually have to wear a different pair for the PM service because my feet hurt so bad!  It's hard to find a comfortable pair of heels, so when you can find them, stock up on them",Sheryl A. Williams,5,"November 22, 2005"
B000A22CCM:very_cute_purse:s._singh,B000A22CCM,"This purse has a lot of positives going for it:1. Great design - the embroidery is very intricate and detailed and looks gorgeous.2. The color is very glamorous.3. It is a deal at this price (although I bought it when it was $5 higher)4. It is unique and I love it because I am unique :)In short, I love it",S. Singh,5,"September 14, 2005"
"B000I0QB00:thin_skinned,_but_sweet..._like_a_pinot_grape:n._champion_""munchkin-fever""",B000I0QB00,"I have arms like a gorilla, so I was pleasantly surprised at the length of these sleeves. They fit even my appendages nicely. I followed the advice of the other reviewers and I'm glad I did, for the large is a perfect fit on me, and I'm pretty slender. The material is fairly thin, but not see-through. Overall, I say this shirt is a good value","N. Champion ""munchkin-fever""",4,"April 6, 2007"
"B000MAV4M6:excellent_fit:s._haseleu_""mule_lover""",B000MAV4M6,"I never seem to have luck shopping for bras, so just took a chance on these off of another review that I had read.  They were a great deal and a wonderful fit.  I would highly recommend","S. Haseleu ""mule lover""",5,"March 12, 2007"
"B000EIQ4YE:beautiful_shoe,_but_runs_small:acee",B000EIQ4YE,"Highly recommend shoe, BUT you might need a larger size than usual. I wear Easy Spirit 7 1/2 W but found this shoe too snug in both width and length, and had to return",ACEE,5,"August 14, 2006"
"B0002MHUSQ:love_em:j._ferkler_""happy_walker""",B0002MHUSQ,These are the first mootsies tootsies I have owned and I love em.Since then I have bought another pair of loafers and a pair of their boots.  These shoes are very comfortable,"J. Ferkler ""happy walker""",5,"February 25, 2007"
"B000I7T5E2:really_nice_looking_shoes:omar_e._garcia_godoy_""oeggo""",B000I7T5E2,"I gave this shoes to my girlfriend and she just love them, she says they are really confortable, and i find them really pretty. A really good buy it is","Omar E. Garcia Godoy ""OEGGO""",4,"January 9, 2007"
B0006IIRQA:perfect_fit!:amazon_addict,B0006IIRQA,"Ordering online and not being able to try on clothing can be risky but it paid off with this purchase. I just wish it wasn't ""hand wash only"".",Amazon Addict,4,"November 13, 2006"
B00008647J:the_most_comfortable_bra_ever_made!:lisa_d._cataudella,B00008647J,As a new 36DD (can't wear underwire) this is the most supportive and comfortable bra on the market.  For the past 5 years (since my surgery) I've been searching for the perfect bra.  I have finally found it!,Lisa D. Cataudella,5,"May 21, 2006"
"B0000A66NP:old_classic:e._lennon_""flyingdog147""",B0000A66NP,"A friend suggested these shoes for waltzing around the neighborhood. I will never forget that day.The first thing you must know about these shoes is that they are horribly uncomfortable at first. With stiff plastic boards attached to your feet, you wander around wondering why you'd ever wasted your money. Soon, however, they start to mold to your feet. They take on every bone, every curve, every nitch. The next thing you know, it's like wearing a glove. Perfect shoes that seemed to be made just for you. As they age, they eventually start to smell, and you replace them and repeat the whole process.I love these shoes. However, they do not love me. After years of wearing them, the lack of arch support finally did me in... I developed foot problems that rendered walking impossible for a few days. The pain lasted months. With time, and care, my feet are better. But I can't go back to these amazing shoes.My suggestion is to wear them sparingly.","E. Lennon ""flyingdog147""",4,"November 8, 2005"
B000J3KW6U:great_shoe!_:tal,B000J3KW6U,I love this shoe! It looks very elegant on the foot and there's a little bit toe cleavage which is always a plus! But make sure to go half a size up. It's a little snug in the front and it takes a couple wears to break it in.,Tal,4,"April 3, 2007"
"B0009PQ8XO:fantastic_shoes!:nikolas_rodriguez_""les_quatre_princes""",B0009PQ8XO,"I love Puma shoes--especially the Future Cat Low.  Puma is by far the best quality sneaker I've ever had.  The price of their shoes is a bit more than the average, but you get what you pay for.  They are great-looking and are extremely comfortable.  I am so pleased with these shoes that I plan on only purchasing sneakers from Puma from now on.  I've bought four different Future Cats: dark shadow/persimmon orange, black/white/Chinese red, white/black/vapour blue, and black coffee/white/burnt olive","Nikolas Rodriguez ""les quatre princes""",5,"February 10, 2007"
B0006HTWQ0:amazing:will,B0006HTWQ0,"Like the photo implies, and like most 2(x)ist men's products, this underwear is sexy, comfortable, flattering and made of quality materials. Believe me, this trunk truly has a pouch. A big one. Its actually just the right size for me, and I am sure you will have no problem fitting in it/filling it. The lines around it simply call more attention to your more prized areas, so its really nice. Of course, the pouch is this size because of the general loss of material elsewhere in the trunk to make this ""no-show."" I had no problem with this being no show, wearing my lowest-rising jeans with it. Basically this underwear is meant to be fully appreciated when you are not wearing your pants :) For me, this trunk was not uncomfortable, given its diminished size and intent to be no-show. Granted, in those moments of excitement, things do get a little more - eh, crowded. But a pleasant side effect is that it will look herculean in size if you are only in your underwear. I did not experience much more discomfort than I did in any other brief/boxerbrief/trunk. This pair is made of 100% cotton, so those of you who do not appreciate the synthetic materials from the X-Factor line may enjoy this feature. My only complaint is that the leg openings do not ""cling"" to me as stongly as the waistband since they are not made of elastic or nylon, etc. But that is just minor. The waistband is, as always, a remarkably soft material mix and a more discreet height, in keeping with the no-show design. May I suggest you go for the extra-bold 2(x)ist No Show Trunk 3133C, which comes in contrasting colors - same product, same price, just sexier! I cannot reccommend this trunk enough, and within hours, it became my favorite 2(x)ist product in my collection",Will,5,"January 6, 2006"
B0002LY9E0:great_sandals:t._cole,B0002LY9E0,"Purchased these for my husband. He absolutely loves these sandals. He initially thought the little nubbies would feel strange. However, he got over that thought fast when he slipped them on and went tromping around the yard. He uses them for a quick slip-on shoe to run outdoors. Wears them every day. Thanks for a nice slip-on! Also these are sturdy though very light weight",T. Cole,5,"November 13, 2006"
B000KM3LAE:world's_best_flip-flops:kathleen,B000KM3LAE,"I'm in love with these sandals.  Although they are very lightweight, they are vastly more substantial, supportive and comfortable than most flip-flops.  I may have to buy another pair.  If you're a half-size, go down not up",Kathleen,5,"April 3, 2007"
"B000KM3LAE:love_them!!:lori_g_klaassen_""l_clawsun""",B000KM3LAE,"I love these Crocs!  They are much more comfortable than the original style, and I like the two tone color combo.  I wear them even in the winter","Lori G Klaassen ""L Clawsun""",5,"January 5, 2007"
B0002PD2IK:nice_fit:navy_paul,B0002PD2IK,"This is a great fit for a silk shirt. I thought it would not be a close fit being silk, but I was wrong. This item fits snug and looks great on. Both alone and layered.  I would recommend this shirt to people that like the look of a tight tank.",Navy Paul,4,"September 14, 2006"
"B000EIXDWK:love_the_shoes!:happy_shopper_35_""happy_shopper_34""",B000EIXDWK,"My 11 year old wanted these shoes. All her friends at school thought they were so cooland want a pair. Plus they slip on and off so quick and are great for PE and the palyground. I would buy these shoes again, without a doubt. Keds makes a wonderful product and I think she'll out grow them before they even think about wearing out. Great value for the money.","Happy Shopper 35 ""Happy shopper 34""",5,"March 9, 2007"
"B000IJUOCM:love_this_huge_bag!!!:mrs.mark_""d.costello""",B000IJUOCM,I just received this bag today and I am absolutely in love with it.This bag looks alot more expensive then it is and the inside is HUGE!!! With a zip pocket and additional large pocket and smaller one that is perfect for my mp3 player. My husband got it 100% right with this little surprise. So if you enjoy a large bag that looks great on your arm this one is it expecially for the price!!!,"Mrs.Mark ""D.Costello""",5,"March 3, 2007"
B00069SSQI:m.osowski_evaluation:maryjo_osowski,B00069SSQI,"Both our son and his wife and myself are very pleased with the undershirts. It was very difficult to find the shirts that openned on the side, so I appreciate them being offered on your site and will remember the brand in the future.",Maryjo Osowski,4,"September 14, 2005"
B0007USODI:wears_well:dorothy_labi,B0007USODI,The Lilyette Maximum Support bra is well made and wears well.  It holds up to frequent washings and retains its support features.  It is comfortable,Dorothy Labi,5,"November 3, 2006"
"B0007VVEK2:perfect.:craig_thomas_""craig""",B0007VVEK2,"I have just recieved my pair of boxer-briefs for my son.  I took A kid's review's idea and got one size smaller for my son.  I asked him how they felt and he said that they felt really good.  I asked him if they give him enough support and he said yes and he even told me, I don't know why, but he told me that he can get his hand down the boxer-briefs and take it out without the boxer-briefs streching and loosing their tightness","Craig thomas ""Craig""",5,"July 12, 2006"
B0007G8RJI:a_great_comfortable_pump.:raven_miller,B0007G8RJI,"This is a wonderfully comfortable and good looking pump especially if you're looking for a slightly wider toe box.  It looks great with a skirt or slacks.   My only complaint is that after finally accepting that a wide width is the most comfortable, and kindest to my feet, I can't find my size (6.5 W) in navy.  I have the shoe in black.  If anyone from Naturalizer is reading this message; how about making more sizes and colors in wide widths available",Raven Miller,4,"July 3, 2006"
B000F2A684:dearfoam_slippers:denise_l._aloia,B000F2A684,"The slippers were perfect, exactly what I wanted.  The price was good and they were delivered sooner then I expected.  I'm very pleased with my purchase and it was so easy to do. Thank You very much",Denise L. Aloia,5,"January 29, 2007"
B000J36PFW:love_them:anonymous,B000J36PFW,These boots are so warm and soft! I usually wear a 7.5 and I ordered them in size 7 (even though they recommend sizing up for half sizes) and they fit perfectly. An awesome (and cheaper) alternative to Uggs,anonymous,5,"December 15, 2006"
"B000A81QDC:a_nice_shirt:betty_boop_""bb""",B000A81QDC,"This is a nice shirt, not as warm as we had hoped though. The lining is quite thin. It washes fairly well, loses a bit of its shape but not a lot. A great shirt for the fall. Its roomy and comfortable","Betty Boop ""BB""",4,"February 21, 2007"
B000AY9M32:awesome:angela_hall,B000AY9M32,"My mother loves these pants.  I know they are for men, but she loves the way they fit her.  They are stain resisnt and that makes them that much better.",Angela Hall,5,"January 3, 2007"
"B0009WL3ZA:great_bra:l._humphrey_""love1lara""",B0009WL3ZA,"I bought this bra because I was tired of seeing ""nursing bra"" lines under my shirts.  This is great.  I bought the L++ and it fits perfectly.  I am a 38DDD normally and durring my pregnancy a 40DDD was fitting too.  If you buy this bra, you will love it, just buy the correct size","L. Humphrey ""love1lara""",5,"August 11, 2006"
B000GF64XQ:very_cats:mirella_g._clarete,B000GF64XQ,"This is just the perfect accessory for the CATS costume one of my dancers is using for our dance recital. Got this in gray and brown too! Took a while for the product to get here. In fact, I had to re-order because of the delay--but when finally the product arrived, it was worth the wait",Mirella G. Clarete,5,"January 6, 2007"
"B000A2BARU:i_am_definitely_a_clarks_fan!:cheyenne_ann_""ann""",B000A2BARU,"I bought three pairs of Clarks from Amazon when I saw the $20 coupon and as usual, scored with free shipping. Clarks' quality is tops and the prices were great, too!I got these in earth color. They look really good with jeans. Comfy with or without socks. The soles are gonna last a while.These have some nice cush to them, and provide good support to my high-arched, tired feet","Cheyenne Ann ""Ann""",5,"July 29, 2006"
"B000LHLAYM:hind_compression_shorts:r._logan_""random_guy""",B000LHLAYM,"i don't have a lot of experience with compression shorts, but i am very pleased with this product. the fabric does not lose compression over time (although i've only had them a short time). the fit is good, the fabric is comfortable. i've gotten into the habit of sleeping in them, and they work great for keeping you toasty. i wish products like this were around during the years i played college soccer","R. Logan ""random guy""",5,"February 18, 2006"
"B000GEDHFK:great_flip_case_for_your_ipod:r._barnes_""the_nude_smurf""",B000GEDHFK,"I like the flip case. It is exactly what i wanted. However,the clip has fallen off a few times when i hit it.","R. Barnes ""The_Nude_Smurf""",4,"February 22, 2007"
B0006TPPJ6:isotoner_slippers_are_excellent_:merryl_j._rosenthal,B0006TPPJ6,"These black satin Isotoner slippers are extremely comfortable and fit extremely well. They are flexible enough to mold to the shape of your feet but strong enough to cushion your feet, as well. They are well worth the purchase",Merryl J. Rosenthal,5,"January 12, 2007"
B000IM1A5O:high_quality_and_very_comfy:greg_warner,B000IM1A5O,"I was unable to find my size in local stores and located this product on Amazon for less than $30, retail price, even on sale, was $60. The jacket arrived in about a week. Its nice and warm, very good quality. The upper torso/shoulders and elbow patches are covered in a heavy nylon which repels water and will help it hold up to wear and tear. It fits great and looks good. Only small complaint is the elastic draw string around the bottom which cinches at the side and is a bit too long so it sticks out a little. But all in all I'm very pleased",Greg Warner,5,"February 8, 2007"
"B000J13WFK:teenage_daughter_loves_them!:k._escher_""pagancook""",B000J13WFK,"I bought these slippers as a Christams gift for my 16 year old daughter, she was very happy to get them as I guess they are the ""in"" thing for teenagers in her school. She loves them and actually wears them to school they are so comfy! Price is high, but they are well made and will last much longer than the typical slipper, these are more like shoes than slippers. The sheep skin and wool lining is very sturdy and luxerious","K. Escher ""Pagancook""",5,"January 9, 2007"
B0001YR20Q:great_jacket:jac_mitchell,B0001YR20Q,"I love this jacket.   It is lightweight but still warm enough to wear in all but the coldest weather.  It is also long enough to cover my rear.  Very good in the rain, too",Jac Mitchell,5,"January 17, 2007"
B0006LJ4DM:super_duper:elizabeth_maestas,B0006LJ4DM,My boyfriend loves tommy socks but they are impossible to find in New Mexico and I have looked everywhere for them.  I gave them to him for christmas and he thought they were the greates,Elizabeth Maestas,5,"January 12, 2007"
"B000H85Q3G:home_knitting_without_having_to_knit:lynn_s._hendricks_""wordmama""",B000H85Q3G,"This is a lovely fat scarf that looks like it was hand-knitted from scraps, just like I used to do before I got bored with knitting. It's squishy and warm and the perfect combination of colors for me; I just cut off the tag and people think I made it myself. (Don't tell!) Not high fashion, but very warm and comfortable","Lynn S. Hendricks ""Wordmama""",4,"January 16, 2007"
"B0006I93KO:best_one_so_far:pearl_s._prasert_""pearl_p""",B0006I93KO,"I ordered this bra as well as the Olga Women's Perfect Fit Full Figure, black, 38DDD.  This bra provides much better lift, support and separation than the Olga.  I think it is because the cups are seamed.  I'd recommend it to any woman who is petite in stature (I'm 5'2""), and also has a large bra size (I'm a 36DDD).","Pearl S. Prasert ""Pearl P""",5,"October 4, 2006"
B000H0SIIE:for_my_grandson:kathlyn_storey,B000H0SIIE,"If you are a grandma on a budget, it can be difficult to find useful items for grandsons.  I thought that this was a good buy at $7.99 for my 11-year old grandson for either his birthday or Christmas.  I would have given five stars, but there was not a complete list of teams offered",Kathlyn Storey,4,"April 5, 2007"
"B000M0FDL4:they_are_just_okay:mwtmama_""mwtmama""",B000M0FDL4,"These thong sandals run true to size and are very lightweight.  They are also a shiny patent material.  These are the pluses.  The one minus that is just a thing with me is that they come up far on my foot.  That is, the toe piece seems a bit long.  I kept them because I know I will throw them on all summer to run around with my kiddos around the house.  I also do not think that they are really worth the price.  Yes, they are Tommy Hilfiger, but the name is all you are really paying for.  They are an okay shoe, overall - not my favorites","MWTMAMA ""MWTMAMA""",4,"April 4, 2007"
B00062ZLHO:comfortable_and_sexy:will,B00062ZLHO,Stretches to fit you exactly.  The smooth fabric holds everything in place.  Contrast waistband and package support make this underwear look very sexy.  Highly recommended,Will,5,"October 31, 2004"
B0002BKKRK:high_quality_product_-good_purchase:srs,B0002BKKRK,"I found this product to be of very high quality and the transaction of the product was great.I recommend this for anyone looking for great bag, especially as a gift",SRS,5,"July 6, 2006"
B000144R90:worth_the_wait!!__just_be_patient!:jl,B000144R90,"I, like many many others, ordered the 4811 and 4911 when I read the article.  I ordered directly through herroom.com on 6/24.  I knew it was going to be a long wait, and they also sent me 3 e-mails during the summer to let me know that they hadn't forgotten my order, but the delays were significant due to the heavy demand.  They always gave me the option of cancelling my order, since they don't charge my card until they ship out the order.  I almost did, but my order finally came 9/10, and I must say that they really are the most comfortable thongs I've ever worn.  I've already placed another large order, as Christmas gifts for my friends!",JL,5,"September 13, 2004"
B0009K5UOC:olga_does_it_again!:hallie_engel,B0009K5UOC,"This is a lovely, lovely bra.  It supports, lifts, and minimizes, creating a flattering shape underneath clothing.  The wide straps are gentle on the shoulders, leaving no ugly marks after long periods of wear.  The back doesn't ride up, and the three hooks serve as a strong anchor.  The plunging lace neckline is invisible even under a tight t-shirt, and dare I say it, looks pretty sexy.  Yes, you can be well supported and attractive- bless ye, St. Olga",Hallie Engel,5,"August 24, 2005"
B000EPAA0Q:best_shoes_i've_ever_owned:michael_s._crowder,B000EPAA0Q,"This is the fifth pair of Club Cs I've owned, the second in black. I believe they're the best combination of durability and comfort on the market. I'll undoubtedly buy another pair when these wear out",Michael S. Crowder,5,"April 4, 2007"
"B000BMVDPI:comfy_all_year_long:thomas_a._hewlett_""newfietom""",B000BMVDPI,"These are comfortable slippers that -- with composite soles -- can take you out on the deck, to the front steps or even your driveway to pick up the morning newspaper. Your feet will stay warm but not uncomfortably so. They're even nice to wear when temps are a little higher because the clog design fits loosely at the heal so you can let your feet ""breath"" a little fresh air. Nice value for the price","Thomas A. Hewlett ""NewfieTom""",4,"April 5, 2007"
B000HCNHV0:urbantrack_shoes:gilbert_giancana,B000HCNHV0,"Love them.  They feel as comfortable as tennis shoes, and give the right support when doing a lot of walking, but at the same time they look more hip and dressier then tennis shoes",Gilbert Giancana,4,"March 14, 2007"
B000GAZU90:ahhhhh:budaandi,B000GAZU90,"All Aerosoles have that extra aaaahhh when you wear them, and these are no different.  I've worn them with skirts, slacks and jeans, my daughter (teen) liked them so much that she bought herself a pair.  I liked my black pair so much that I bought them in brown also",BudaAndi,5,"April 14, 2007"
B0001Q5W8I:nypd_tee:jc,B0001Q5W8I,"Purchased this for my son. He loves wearing it (he's a big fan of ny and the pd). Fits well, washes well",jc,5,"April 5, 2007"
"B000G1O9ZU:wear_it_with_red_sox_pride!:louie_n._""digger""",B000G1O9ZU,"It's a little on the thin side for snowy or freezing weather, but great in keeping the chill off when you're out and about, or at the game. The blue is actually more of a royal blue than navy blue, but the lettering is well stitched and is the same quality used on MLB baseball caps (also has the MLB logo on back). It folds up easily and can be tucked into a jacket pocket with room to spare. The price is great and makes a great gift","Louie N. ""digger""",4,"January 30, 2007"
B000B8J94O:my_husband_loves_these_shoes:b._hayes_hodo,B000B8J94O,"My DH has worn Clark oxfords for some time and says they are the best fitting and most comfortable shoes he has ever owned. This new pair of Clarks, the Citadel Oxford, is his new favorite because it is light weight, casual, and so comfortable.",B. Hayes Hodo,5,"January 6, 2007"
"B000ARH0CY:the_most_comfortable_shoes_that_look_great,_too:t._busby",B000ARH0CY,"WOW.. what can't I say about these shoes... I've bought two pair in different colors and absolutely LOVE them for their comfort and snazzy, fun appearance. They're great at work and at play, and even during outings that require alot of walking. Highly recommend!!",T. Busby,5,"January 18, 2007"
"B0000UW15W:great_sandals,_beach,_walking,_etc.:t._race_""tim""",B0000UW15W,"Reef makes the best sandals, the price is pretty much set, no real savings here, but the selection is great.  They may look like other sandals, but don't be fooled... They're TOP NOTCH","T. Race ""Tim""",4,"April 2, 2007"
B000FLZEG4:more_stylish_than_the_basic_tee:jp,B000FLZEG4,Raglan and cap sleeve makes it more edgy than wearing a plain old t-shirt. Good quality for the price.  I usually wear a medium but ordered the XL and it's a good fit (fitted but not too tight),JP,5,"August 10, 2006"
B000KBGJKE:awesome_shoes!!:nursesue,B000KBGJKE,I love my Birkenstock shoes.  They fill great.  I am a registered nurse. I am on my feet constantly all day.  These shoes are great for the support my feet need.  They are really comfortable. I will definately be purchasing more in the near future.,NurseSUE,5,"March 8, 2007"
"B000F0R7DS:amazing_boots!:bk__online_shopaholic_""caroline""",B000F0R7DS,"I have received countless compliments on these rain boots. I love them, and I guarantee you will too! They are comfortable, stylish, and keep your feet dry in snow and rain. What a great purchase","BK_ Online Shopaholic ""Caroline""",5,"March 18, 2007"
B0000BZZ2K:soft_briefcase:m._b._cartwright,B0000BZZ2K,I am very pleased with the soft briefcase I purchased.  It is so much easier to handle than a hard one.   I would purchase another item from the same manufactuer if I need something else,M. B. Cartwright,4,"March 15, 2006"
B0002DD12Y:never_received_product:daniel_k._christensen,B0002DD12Y,"Unfortunately I never received the product I purchased.  The company claimed that they sent via USPS and I never received it.  So as far as the company is concerned I am out of the money I spent, plus the product.  I have received no satisfaction",Daniel K. Christensen,5,"March 23, 2007"
B000ARF6PM:lucky_me.:andrew_yang,B000ARF6PM,"Skechers just seem to fit my feet well. Lucky me. These were inexpensive, solidly constructed, comfortable, and (at least in my eyes) stylish. What more could I ask for in a casual shoe",Andrew Yang,5,"January 3, 2007"
"B000BD2V44:very_nice_t-shirt_quality:rebeccajeanrn_""perpetual_student!""",B000BD2V44,"Stretchy, comfortable and made well- love this T-shirt! (Also its a slim fit and not really, really long like many are right now- more of upper hip length, which is great if you want to tuck it in!","RebeccaJeanRN ""perpetual student!""",5,"February 9, 2007"
"B000CP1MC8:i_love_these_shoes!!:elizabeth_m._veibell_""veib""",B000CP1MC8,"I had the worst feet!  I ran my first marathon in May, and I was in a panic.  On my long runs in March and the first part of April I was going to quit!  My feet hurt so bad!  I was training on a lot of downhill runs, and therefore landed on the balls of my feet.  Ouch!  I think I would have been better off to run in nothing, than to wear what I had, which was a top of the line shoe.  I was desparate!  I found these Asics GT 2110 Men's Shoe (I'm a woman) and I felt 100% better!! I had support plus the cushion I needed for my sore feet, what an awesome shoe!!  I finished my marathon in them, I couldn't have done it without them.","Elizabeth M. Veibell ""veib""",5,"December 19, 2006"
B0000A19B0:people_who_wear_this_hat_are_smart_and_sexy:zach_everson,B0000A19B0,"There aren't many articles of clothing that allow people to support their favorite team, as well as appear smart and sexy at the same time. Red Sox hats, however, are just such an item. Go Sox",Zach Everson,5,"June 2, 2004"
B000EG910A:high_sierra_a.t._gear_access_36_in._drop-bottom_wheeled_duffle_at202_:jeffrey_w._cain,B000EG910A,This product is great. Their are a ton of different ways to use this bag. From rolling it to carrying it like a backpack. I would advise anyone looking for luggage to look at this piece and no other. It is great.,Jeffrey W. Cain,5,"August 9, 2006"
B0007MULPK:wallabees_are_great:r._fowlin,B0007MULPK,"these shoes wear well and match nicely with jeans giving you a nice fresh look. they also are easy on the feet. i like the suede versions best personally, but when winter hits its best to have the leather",R. Fowlin,5,"January 3, 2006"
B000FDUCZ0:comfortable_and_very_sturdy:j._dickerson,B000FDUCZ0,"These shorts look like normal hiking or outdoor shorts, but underneath they have a snug lycra lining and padding where you need it.  The construction is very sturdy, and the pockets are a great bonus.  I loved the first pair so much that I bought a second pair",J. Dickerson,5,"August 18, 2006"
"B0000A16QB:truely_surprised:k._horne_""happy_grandma""",B0000A16QB,I was very happy with my last order. It was easy to order and didn't take long to get the product. My grandson was a very happy little boy on christmas morning. Thank you so much for the great services.I will use amazon again and tell my friends about i,"K. Horne ""happy grandma""",5,"January 10, 2007"
B0000A16QB:youth_tiki_barber_jersey:douglas_barta,B0000A16QB,My 6-yr. old is football nuts right now and he loves his jerseys!  Great product and very well made.  Can also be very versatile worn by itself in the summer and with a shirt underneath in the winter,Douglas Barta,5,"January 9, 2007"
B000E8FF3A:comfortable:patrushka,B000E8FF3A,"This is the first time I've ordered shoes without trying them on, but these shoes were exactly what I was looking for and couldn't find in the department stores in my size.  I know the name Naturalizer so knew they would be good quality.  They fit perfect, and the price was right! Thank you Amazon",patrushka,5,"August 5, 2006"
B0006TP0DM:exchange:julio_camacho_jr.,B0006TP0DM,"i am writing to u because i returned this item for exchange on size and print. what is the status of my exchange? thank u and hope to keep shopping your products, they are great",Julio camacho Jr.,5,"June 28, 2006"
B00007JTZ7:greatest_ear_warmers_ever:rhonda_windsor,B00007JTZ7,"I was asked by my daughter to get these for Christmas. I got some for myself for my morning walks in -30C temps. They do not muss up my hair for the rest of the day, even when I have just gotten it done, and keep my ears toasty warm.  Great product and worth the money. My daughter is equally impressed.",Rhonda Windsor,5,"January 9, 2007"
"B000A823O8:finally_a_pair_that_fit:m._stillwell_""molly_jane""",B000A823O8,My husband is an in between size in waist and these new jeans allow that little extra umph that he needs to be able to be comfortable in his clothing.  We love them.  I gave him two pair for Christmas and he had me to order two more pair recently...seems he has decided to throw out the old ones and replace with these.  They look great too,"M. stillwell ""molly jane""",5,"March 8, 2007"
"B00008RS9E:comfortable,_practical:billacorn",B00008RS9E,"I have owned a pair of these a year or more and have probably laundered them 30-40 times.  They are very comfortable for me, though comfort is highly variable for each person.  The material is light weight but appears of good quality and I do not detect any deterioriation. At first I was concerned about the elastic which appeared narrow and weak, but it still feels as strong as when new and holds fine.  I will purchase more of these to have in a mix of styles.About the same time as I purchased these boxers I purchased a couple pair of Faconnable boxers at about twice the price with similarly light weight material.  One pair of these ripped recently. My experience is the CK material is holding up better than the Facconable that costs twice as much.I doubt these will elicit much commentary from significant or potentially significant others",BillAcorn,4,"July 27, 2006"
"B0007MCQAS:great_shoes!:todd_h._koss_""dealmaker""",B0007MCQAS,"I have a wide, relatively short foot with a high arch and have lots of problems finding high quality dress shoes that fit.  Bostonians are the only quality shoes that fit me, so I have been loyal for the last decade.  I can't find them in my area, so Amazon is the only channel I use to get them","Todd H. Koss ""Dealmaker""",5,"July 6, 2006"
B0007OW804:t_shirts:claire_e._giordano,B0007OW804,Purchased for our 6 ft 7 son and he is very pleased with them. They fit very comfortable and are long enough so that they do not come out of his belt line,Claire E. Giordano,5,"January 15, 2007"
B000AKXABG:beauty_and_comfort:fun_to_learn,B000AKXABG,These are very pretty without too much fluff. The leather bottoms are padded which helps your feet especially if your home is on concrete slab. I love them,fun to learn,5,"February 11, 2007"
B0007XVUHM:awesome_and_comfortable!!:brant_voigt,B0007XVUHM,"i'm 19 years old and saw these at bloomingdales the other day and decided to buy them. i took them home, tried them on, and i was absolutely amazed. They are a bit of a low rise, but that only adds to the flattery. and i like my underwear that way. There are a bunch of different sizes you can button the sling to, and once you find the perfect fit, you can hardly even feel that it's there. I give it a perfect score, and i am definatley going to buy more of these",Brant Voigt,5,"July 23, 2006"
B0002GYQY8:andrew_christian_rocks!:k_and_j's_mom,B0002GYQY8,Good quality for the great price.  Bought for my 10 year old son and should fit perfect.  Item was on backorder but still received in less than a week,k and j's mom,5,"July 24, 2006"
B000JJJDFA:men's_black_dress_vest_necktie_set_for_suit_or_tuxedo_xxxl:barbara_fischer,B000JJJDFA,"This item was as I expected as far as the description, it is the quality I expected and I am pleased with it.  However, I bought it one size too large to be safe and it was so small it barely fit (It fit the way I feared the 2-X would fit that's why I bought the 3-X).  Don't know if it was mis-sized or what",Barbara Fischer,4,"March 12, 2007"
"B000IX6FOE:shoe_review:holly_p._mendes_""hocks""",B000IX6FOE,"nice shoes, cut a bit high in the back so I got blisters at first- love the fabric and color-prompt shipping and nice bo","Holly P. Mendes ""Hocks""",4,"January 9, 2007"
B000GFIO6G:bears_game_day_sweatshirt:daibhidh_ceannaideach,B000GFIO6G,"This is a quality sweatshirt that I am enjoying wearing during the cold winter weather. I have had trouble, in the past , with other brands with the arms being too short or the body length being too short but that is not the case with this product . The only problem with the product is that it could stand to have more elastic at the bottom but this is a minor problem . The service was excellent and I will return for more BEARS gear",Daibhidh Ceannaideach,4,"February 10, 2007"
B000E19P4M:10_stars:j._horn,B000E19P4M,I love these shoes...in fact I ordered another pair in black.  They are very comfortable and look cute.  Hey...can't beat that,J. Horn,5,"August 25, 2006"
B0001HLTLG:top-grain_leather_portfolio_:callie,B0001HLTLG,"I was looking for an inexpensive but functional leather briefcase and this was exactly what I was looking for.  I have more than three electronic devices that I need easy access to - and the case has three outside pockets big enough to hold my devices.  The only thing missing is an outside place to put a pen or pencil.  I don't know how durable it will be, but I'm hoping, very!!For the price, this is a good buy",Callie,5,"December 2, 2006"
B000ARL19C:great_purchase._best_value_and_very_comfortable:arun_hariharan,B000ARL19C,I purchased a pair and have been using it everyday from the past six months. The shoes are very comfortable and look very professional. Love them. Strong and tough.Not to heavy. Has good grip on snow.,Arun Hariharan,5,"January 22, 2007"
"B000FEDCGU:american_apparel_infant_baby_rib_hat:elizabeth_mcwhorter_""emw""",B000FEDCGU,"My baby is large for her age and wears 6-9 month sized clothes even though she is only 3 months old.  I ordered two of these hats sized 6-12 months.  They are way too big for my baby but will probably fit her when she is actually 6 months. Hats are made of t-shirt fabric and look just like the picture. You do have to tie your own knot on the top. Andrew Christian sent each hat in a separate envelope and they arrived on different days, but within the shipping time specified","Elizabeth McWhorter ""EMW""",4,"January 20, 2007"
"B0006M4L5M:leather_front_id_wallet_with_money_clip._:j._parnicky_""j_walker""",B0006M4L5M,The leather was good quality.  The wallet was well constructed.  I gave it as a gift and it turned out better than I it looked on the internet.  Grade A product,"J. Parnicky ""J Walker""",5,"July 31, 2006"
